My estimation,Old Price,Diferenta de preturi,Procentul erorii,
312338.5625,569000,256661.4375,45.1074582601054,
176289.25,233000,56710.75,24.3393776824034,
174373.0625,240000,65626.9375,27.3445572916667,
170540.6875,226000,55459.3125,24.5395188053097,
211094.16675,175000,36094.16675,20.6252381428571,
136238.07925,169000,32761.92075,19.3857519230769,
121266.86175,159000,37733.13825,23.731533490566,
181173.3,179000,2173.29999999999,1.21413407821228,
166180.51425,137500,28680.51425,20.8585558181818,
82341.69625,124000,41658.30375,33.59540625,
167677.636,137500,30177.636,21.9473716363636,
145220.80975,145000,220.809750000015,0.152282586206907,
61939.9875,69000,7060.0125,10.231902173913,
134434.525,135000,565.475000000035,0.418870370370396,
197525.1975,195000,2525.19750000001,1.29497307692308,
119769.74,114000,5769.74000000001,5.0611754385965,
68786.675,88000,19213.325,21.8333238636364,
59399.317,85000,25600.683,30.1184505882353,
58670.9875,85000,26329.0125,30.9753088235294,
45824.064375,75000,29175.935625,38.9012475,
65873.357,100000,34126.643,34.126643,
60896.43875,85000,24103.56125,28.3571308823529,
56850.16375,85000,28149.83625,33.1174544117647,
45824.064375,75000,29175.935625,38.9012475,
195451.125,188000,7451.125,3.96336436170213,
134740.9575,160000,25259.0425,15.7869015625,
102307.1015,99000,3307.1015,3.34050656565657,
