My estimation,Old Price,Diferenta de preturi,Procentul erorii,
180703,220000,39297,17.8622727272727,
129266.9,159000,29733.1,18.7000628930818,
187349.6625,171000,16349.6625,9.56120614035086,
217174.3675,179000,38174.3675,21.3264622905028,
137346.08125,109000,28346.08125,26.0055791284403,
102447.475,117000,14552.525,12.4380555555556,
168780.875,169000,219.125,0.129659763313609,
96076.75,115000,18923.25,16.455,
113108.5375,121000,7891.46249999998,6.52186983471073,
86476.39135,105000,18523.60865,17.6415320476191,
99825.859375,96000,3825.859375,3.98527018229167,
150015.748,150000,15.7479999999632,0.0104986666666421,
155110.921875,155000,110.921875,0.0715625,
131013.75,144000,12986.25,9.01822916666667,
187349.6625,166000,21349.6625,12.8612424698795,
80791.8125,85000,4208.18750000001,4.95080882352943,
140772.9375,119000,21772.9375,18.2965861344538,
44282.6475,63000,18717.3525,29.7100833333333,
112338.5546875,149000,36661.4453125,24.6049968540268,
162742.25,185000,22257.75,12.0312162162162,
126879.253875,179000,52120.746125,29.1177352653631,
136254.3,149000,12745.7,8.55416107382551,
182349.75,185000,2650.25000000003,1.43256756756758,
174685,185000,10315,5.57567567567569,
80927.69375,70000,10927.69375,15.6109910714286,
236584.375,187000,49584.3749999999,26.5157085561497,
177537,149000,28537,19.1523489932886,
117618.2625,99000,18618.2625,18.8063257575758,
219583.4675,189000,30583.4675,16.1817288359788,
99463.5,98000,1463.5,1.49336734693878,
454537.5,399000,55537.4999999999,13.9191729323308,
147724.6875,149000,1275.3125,0.855914429530201,
158496.5828125,122000,36496.5828125,29.9152318135246,
249300.25,210000,39300.2499999999,18.7144047619047,
238437.96875,210000,28437.96875,13.5418898809524,
202992.5,249000,46007.5,18.4769076305221,
151073.53125,133000,18073.53125,13.5891212406015,
249097.75,205000,44097.7499999999,21.5110975609756,
235454.125,205000,30454.125,14.8556707317073,
219927.25,175000,44927.25,25.6727142857143,
151073.53125,133000,18073.53125,13.5891212406015,
249097.75,205000,44097.7499999999,21.5110975609756,
235454.125,205000,30454.125,14.8556707317073,
56242.50625,79900,23657.49375,29.6088782853567,
75314.97105,77000,1685.02894999999,2.18834928571428,
22828.3375,29000,6171.6625,21.2815948275862,
108753.409375,129000,20246.590625,15.6950314922481,
1164168.75,1005000,159168.75,15.8376865671642,
110614.6671875,135000,24385.3328125,18.0632094907407,
401591.875,499000,97408.1250000001,19.5206663326654,
214544.375,225000,10455.625,4.64694444444446,
86863.759375,69000,17863.759375,25.8895063405797,
75987.975,79000,3012.02500000001,3.81268987341773,
140906.625,120000,20906.625,17.4221875,
97081.18875,135000,37918.81125,28.0880083333333,
180734.0125,149500,31234.0125,20.8923160535117,
209954.9,169000,40954.9,24.2336686390533,
165701.2,170000,4298.80000000002,2.52870588235295,
235564.125,185000,50564.125,27.3319594594594,
217023.0375,229000,11976.9625,5.23011462882096,
177130.59,245000,67869.41,27.7018,
165772.5,169000,3227.50000000003,1.90976331360948,
235229.334375,240000,4770.66562499999,1.98777734375,
